S_su,S_aa,S_fa,S_va,S_bu,S_pro,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_xc,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_cation,S_anion,pH,S_va_ion,S_bu_ion,S_pro_ion,S_ac_ion,S_hco3_ion,S_co2,S_nh3,S_nh4_ion,S_gas_h2,S_gas_ch4,S_gas_co2
0.013125933770786597,0.005668365186057633,0.10928635315344537,0.01247933405163177,0.014194017568334397,0.01775398772213221,0.08997641950804328,2.5513470657596563e-07,0.055539632147497464,0.09515074806220031,0.09447331720431074,0.1308762483087749,0.10792014529401221,0.022646829171124344,0.08637070853080175,0.04778673588556458,0.3122701191512511,0.9317552189355089,0.33840075857241175,0.3357821174775598,0.1011216449543297,0.6772486023866293,0.28485323883953856,17.243867317633036,1.0735238066845404e-47,0.00521061017456036,7.262654716179127,0.012430150298751106,0.014142980440672047,0.017680731332900965,0.08969450907997537,0.08567271478729392,0.009478033274906386,0.0018821719254220382,0.0925911452788887,1.1156173724565162e-05,1.6536770226198911,0.013550918727375806
0.013230623736958921,0.005686604013250711,0.1096475544774662,0.01250382040398822,0.014227197504011278,0.017793848039611204,0.090128625928171,2.559071420708701e-07,0.05555009697835189,0.09515111700928139,0.09447435000597054,0.130876944705476,0.10792018925481375,0.022774553924281578,0.08667088643239536,0.04801177900252324,0.31228465626572566,0.9317719268687876,0.33840437819422703,0.3357853324683024,0.10112225022478519,0.6772514843507238,0.2848570366331332,17.24732501687767,1.0729369910163053e-47,0.0052107162774235475,7.262551209275206,0.012454528444872812,0.014176028922071572,0.01772040975049179,0.08984617151376806,0.0856710128627567,0.009480104146524684,0.0018817528997243814,0.09259259710624616,1.118264391086078e-05,1.6537050664376407,0.013553667088533387
0.01332919492251126,0.00570676188600759,0.11001699870267331,0.012531484350400537,0.014263988052413886,0.017837824310377094,0.09030034446488207,2.567049631484411e-07,0.05556146754946207,0.09515153884518265,0.09447554286556226,0.13087761258619537,0.10792024309657966,0.022875562906110685,0.08699438421445455,0.04817549206778428,0.3123010778500961,0.9317910313775185,0.33840863920815983,0.33578908349720105,0.10112299379468954,0.6772550005664332,0.28486147383516364,17.250912240632232,1.0723504961165769e-47,0.005210829874233082,7.262436156678166,0.012482070298447926,0.014212673608607222,0.017764185098286294,0.09001727715633409,0.08566913118781382,0.009482407657368838,0.0018812881336801712,0.09259425473188208,1.121096893334368e-05,1.6537313175006627,0.01355663634939236
0.013420403492939386,0.005727319908921149,0.11038989706748842,0.0125622993406215,0.014304179513149063,0.017885585262926315,0.09049117845464665,2.575119223497954e-07,0.055573648034470936,0.09515200539415436,0.09447691389115064,0.13087825376165513,0.10792030821584661,0.02295968187705944,0.08730176110860319,0.048306174330452374,0.3123192566213739,0.9318126939643703,0.33841354960037306,0.33579343049198757,0.10112388951620409,0.6772592256737238,0.2848665713453586,17.254503887036904,1.0717643218100152e-47,0.005210950859480622,7.262311058777319,0.012512749564824146,0.014252705709788118,0.017811727697423067,0.09020743146786679,0.08566709175228228,0.00948491364187208,0.0018807843891388639,0.09259612950201176,1.1240725632663405e-05,1.6537560601598649,0.013559986869082134
0.013503854887789117,0.005746957263143319,0.11076324605670158,0.012595714924989189,0.014347010229424388,0.017936661701950664,0.0906996529420189,2.5831371667602697e-07,0.055586485795740145,0.09515252399375035,0.09447845942675712,0.13087886876855087,0.1079203860178928,0.023029226513060323,0.08758768908758141,0.048409898859712995,0.31233905191555633,0.9318368670779551,0.3384191112518466,0.3357984263010819,0.10112495005509109,0.6772642297407341,0.2848723366142845,17.25807044575169,1.0711784679213754e-47,0.005211079496335633,7.2621769265357,0.01254601806128909,0.014295366408702671,0.017862570433889374,0.09041516468065562,0.08566492090236727,0.009487603091383079,0.0018802459136093006,0.09259821351314781,1.1271375705610138e-05,1.6537782140719963,0.013563560504968271
0.01357921383994935,0.0057657566413181795,0.11113405438207187,0.012631060432117718,0.01439162432710554,0.017990525023719117,0.0909238597396,2.591041214154798e-07,0.05559981341933408,0.09515308224896109,0.09448016692288916,0.13087945760665345,0.10792047787541559,0.0230820329063119,0.08786716526227331,0.04847947762036995,0.31236031729796965,0.9318634268771968,0.3384253214080151,0.33580411042175284,0.10112618647478462,0.6772700757444352,0.2848787652623664,17.26164556316696,1.0705929342755091e-47,0.005211216151705422,7.262035497075895,0.012581207943455375,0.014339803100201352,0.017916187157081525,0.09063857563461367,0.08566264151464628,0.009490440734314806,0.0018796798553410027,0.09260048706754816,1.1302365745078969e-05,1.6537977498795808,0.013567395915689074
0.013646130999979108,0.005784067189922044,0.1114991736319781,0.012667862332709846,0.014437416955788748,0.01804666404735235,0.09116203618586675,2.59879253633729e-07,0.05561350745557992,0.09515368417960728,0.09448202966517338,0.13088002178419575,0.1079205851194344,0.023118873152617365,0.08814052766477856,0.04851688343400847,0.31238289957692456,0.9318922957725859,0.33843217184093166,0.3358105106082331,0.1011276080231238,0.6772768188808173,0.2848858477695185,17.265214622212493,1.0700077206973633e-47,0.005211361640883684,7.26188790336872,0.012617847666291225,0.014385413232530371,0.017972068969216957,0.0908759078564849,0.08566027938463555,0.009493404794971724,0.001879090909628246,0.09260293875554514,1.1333271184721983e-05,1.6538141224510956,0.013571403931708833
0.01370454301504506,0.0058013449740896795,0.11185617506323835,0.012705689349715955,0.014483852140611132,0.018104571084746557,0.09141235953069546,2.6063116887269267e-07,0.05562747102639172,0.09515432936073338,0.09448404352637767,0.13088056276612725,0.107920709039053,0.02314297157789009,0.08838800364501559,0.04853280979945217,0.31240664146674213,0.9319233910638671,0.33843964929940384,0.33581764591961694,0.10112922215436153,0.6772845072573778,0.2848935714149847,17.268693035048383,1.0694228270119807e-47,0.005211517224181784,7.2617355436893485,0.012655507804258972,0.014431662917410085,0.018029710500932227,0.09112534515973113,0.0856578615482149,0.009496467812518478,0.0018784849431326945,0.09260555858324497,1.1363788551071258e-05,1.6538274465820537,0.013575590319493033
0.013754427558290686,0.0058168354035297975,0.11220295909264764,0.012743921961580197,0.014530202233479908,0.018163692152467745,0.09167256519530169,2.613501876879723e-07,0.05564158169937628,0.09515501853990836,0.09448619528600787,0.13088107813293304,0.10792085086340104,0.023151764811534865,0.08860295258952629,0.0485222975199659,0.3124313860356846,0.9319565324135617,0.3384477370768776,0.335825525209344,0.10113103453527363,0.6772931807623658,0.2849019169217165,17.272037907993806,1.0688382530444996e-47,0.005211683704181686,7.26157981031659,0.012693571434513771,0.014477827288332197,0.01808856028369672,0.09138463092920233,0.08565541600702939,0.009499602532878973,0.00187786760956559,0.09260832767644228,1.1393608131009796e-05,1.653837592515022,0.013579887308779244
0.013795275358029428,0.005830384471972332,0.11253644671569356,0.012781875684738804,0.014575678728511808,0.018223430196903707,0.09194010322531096,2.6202826029363807e-07,0.055655693239966955,0.09515574586326196,0.09448846598488109,0.13088156281349853,0.10792101173687586,0.02313874941632311,0.08879028120139457,0.04846931914667332,0.3124569720822555,0.9319914803558699,0.338456414450671,0.3358341445709381,0.10113304891637696,0.6773028697399005,0.28491085702615526,17.275247132197048,1.0682539986201543e-47,0.00521186133412464,7.261422361165882,0.012731356965230796,0.014523120878533335,0.018148024009340895,0.09165122426695975,0.08565297008274426,0.009502775780517697,0.0018772455670812455,0.09261122041779984,1.1422390370141924e-05,1.6538445916273896,0.013584270443866907
